,Name of movie,Year of relase,Watchtime,Genre,Movie Rating,Votes
5678, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.2,"3,349"
5679, The Office,2005–2013,23,Comedy,7.0,"3,329"
5680, The Office,2005–2013,23,Comedy,7.4,"3,483"
5681, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.9,"2,928"
5682, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.4,"4,810"
5683, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.5,"3,406"
5684, The Office,2005–2013,23,Comedy,6.4,"3,767"
5685, The Office,2005–2013,23,Comedy,7.7,"3,234"
5686, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.1,"3,316"
5687, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.1,"3,189"
5688, The Office,2005–2013,23,Comedy,6.9,"3,324"
5689, Nova,1974,114,Documentary,7.8,104
5690, Nova,1974,53,Documentary,6.8,105
5691, The Big Bang Theory,2007–2019,19,"Comedy, Romance",8.6,"3,706"
5692, Nova,1974,53,Documentary,6.7,92
5693, Nova,1974,54,Documentary,7.4,93
5694, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.7,"3,159"
5695, How I Met Your Mother,2005–2014,21,"Comedy, Romance",8.5,"3,308"
5696, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.9,"2,828"
5697, The Office,2005–2013,22,Comedy,7.6,"3,502"
5698, The Office,2005–2013,23,Comedy,7.2,"3,289"
5699, The Office,2005–2013,22,Comedy,7.3,"3,678"
5700, The Office,2005–2013,23,Comedy,6.8,"3,627"
5701, The Office,2005–2013,23,Comedy,6.9,"3,194"
5702, The Office,2005–2013,23,Comedy,7.4,"3,111"
5703, Velvet Prozak,2020,28,Comedy,***,***
5704, Zero Hour,2013,43,"Drama, Fantasy, Thriller",7.0,333
5705, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.1,"3,119"
5706, The Office,2005–2013,23,Comedy,7.6,"3,258"
5707, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.6,"2,741"
5708, How I Met Your Mother,2005–2014,21,"Comedy, Romance",8.4,"3,326"
5709, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.8,"3,843"
5710, The Big Bang Theory,2007–2019,19,"Comedy, Romance",8.0,"3,262"
5711, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.5,"3,558"
5712, Zero Hour,2013,43,"Drama, Fantasy, Thriller",6.9,177
5713, The Big Bang Theory,2007–2019,22,"Comedy, Romance",7.6,"3,247"
5714, Black Sails,2014–2017,65,"Action, Adventure, Drama",7.8,"2,897"
5715, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.2,"3,478"
5716, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"3,230"
5717, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.3,"3,281"
5718, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.4,"3,153"
5719, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.2,"3,033"
5720, The Office,2005–2013,22,Comedy,6.8,"3,403"
5721, The Office,2005–2013,22,Comedy,7.6,"3,348"
5722, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.4,"2,890"
5723, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.8,"3,113"
5724, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.3,"3,117"
5725, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.4,"2,899"
5726, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.2,"2,819"
5727, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.7,"3,074"
5728, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.3,"2,855"
5729, The Office,2005–2013,22,Comedy,7.4,"3,197"
5730, The Office,2005–2013,22,Comedy,7.7,"3,347"
5731, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.4,"3,590"
5732, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.3,"3,478"
5733, Zero Hour,2013,44,"Drama, Fantasy, Thriller",8.0,87
5734, The Office,2005–2013,22,Comedy,8.2,"3,767"
5735, Nova,1974,53,Documentary,7.4,116
5736, Nova,1974,54,Documentary,6.7,193
5737, Nova,1974,53,Documentary,7.5,130
5738, Nova,1974,53,Documentary,7.0,93
5739, The Big Bang Theory,2007–2019,22,"Comedy, Romance",8.0,"3,267"
5740, Nova,1974,53,Documentary,7.5,39
5741, Zero Hour,2013,43,"Drama, Fantasy, Thriller",7.2,144
5742, Zero Hour,2013,44,"Drama, Fantasy, Thriller",7.4,117
5743, Zero Hour,2013,44,"Drama, Fantasy, Thriller",7.8,79
5744, Zero Hour,2013,43,"Drama, Fantasy, Thriller",7.8,77
5745, Zero Hour,2013,41,"Drama, Fantasy, Thriller",7.8,79
5746, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.9,"2,974"
5747, Zero Hour,2013,44,"Drama, Fantasy, Thriller",7.9,102
5748, How I Met Your Mother,2005–2014,21,"Comedy, Romance",8.4,"3,596"
5749, How I Met Your Mother,2005–2014,22,"Comedy, Romance",9.4,"6,722"
5750, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.8,"3,149"
5751, Nova,1974,113,Documentary,8.2,90
5752, Nova,1974,53,Documentary,7.6,99
5753, Nova,1974,53,Documentary,6.1,220
5754, Nova,1974,53,Documentary,8.4,62
5755, Nova,1974,54,Documentary,7.6,79
5756, How I Met Your Mother,2005–2014,20,"Comedy, Romance",7.7,"3,039"
5757, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.4,"3,549"
5758, The Office,2005–2013,22,Comedy,7.5,"3,315"
5759, The Office,2005–2013,22,Comedy,7.6,"3,248"
5760, The Office,2005–2013,22,Comedy,7.7,"3,348"
5761, The Office,2005–2013,22,Comedy,7.4,"3,156"
5762, The Office,2005–2013,22,Comedy,7.2,"3,178"
5763, The Office,2005–2013,22,Comedy,7.0,"3,238"
5764, The Office,2005–2013,42,Comedy,7.9,"3,501"
5765, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.4,"3,552"
5766, Alpha House,2013–2014,25,"Comedy, Drama",7.1,"1,032"
5767, Zero Hour,2013,42,"Drama, Fantasy, Thriller",7.2,66
5768, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.8,"3,021"
5769, Zero Hour,2013,44,"Drama, Fantasy, Thriller",7.6,70
5770, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.2,"3,237"
5771, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.8,"3,112"
5772, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.1,"3,464"
5773, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.0,"3,097"
5774, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.9,"3,151"
5775, The Office,2005–2013,22,Comedy,7.8,"3,255"
5776, The Office,2005–2013,22,Comedy,7.8,"3,368"
5777, The Office,2005–2013,43,Comedy,9.4,"6,744"
5778, The Office,2005–2013,22,Comedy,7.9,"3,467"
5779, The Office,2005–2013,51,Comedy,9.8,"17,386"
5780, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.4,"2,837"
5781, Zero Hour,2013,41,"Drama, Fantasy, Thriller",7.3,72
5782, Zero Hour,2013,44,"Drama, Fantasy, Thriller",6.9,79
5783, Black Sails,2014–2017,51,"Action, Adventure, Drama",7.7,"2,247"
5784, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.6,"3,000"
5785, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.7,"3,082"
5786, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.7,"2,905"
5787, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.3,"4,600"
5788, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.1,"3,249"
5789, Black Sails,2014–2017,57,"Action, Adventure, Drama",7.6,"2,072"
5790, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.8,"2,861"
5791, Black Sails,2014–2017,58,"Action, Adventure, Drama",7.7,"1,942"
5792, Sherlock,2010–2017,86,"Crime, Drama, Mystery",8.9,"27,044"
5793, Sherlock,2010–2017,89,"Crime, Drama, Mystery",9.2,"30,173"
5794, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.0,"3,150"
5795, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.5,"2,994"
5796, How I Met Your Mother,2005–2014,21,"Comedy, Romance",7.7,"3,850"
5797, Nova,1974,54,Documentary,7.4,70
5798, Nova,1974,54,Documentary,7.5,62
5799, Nova,1974,54,Documentary,7.4,67
5800, Black Sails,2014–2017,55,"Action, Adventure, Drama",8.2,"1,971"
5801, How I Met Your Mother,2005–2014,21,"Comedy, Romance",7.3,"2,776"
5802, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.9,"3,207"
5803, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.0,"3,111"
5804, Black Sails,2014–2017,55,"Action, Adventure, Drama",8.0,"1,850"
5805, Black Sails,2014–2017,57,"Action, Adventure, Drama",8.8,"2,122"
5806, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.7,"3,796"
5807, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.1,"3,266"
5808, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.7,"4,207"
5809, The Office,2005–2013,42,Comedy,9.0,"5,105"
5810, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.7,"3,080"
5811, Nova,1974,53,Documentary,7.0,162
5812, Nova,1974,53,Documentary,6.6,82
5813, Nova,1974,53,Documentary,7.7,42
5814, Nova,1974,53,Documentary,7.8,44
5815, Nova,1974,53,Documentary,7.4,34
5816, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"3,417"
5817, Black Sails,2014–2017,56,"Action, Adventure, Drama",8.1,"1,835"
5818, Nova,1974,54,Documentary,6.9,130
5819, Nova,1974,54,Documentary,6.4,58
5820, Day Zero,2011,21,"Drama, Sci-Fi",8.6,8
5821, Transylvania Television,2007,42,"Animation, Comedy, Horror",7.5,10
5822, Transylvania Television,2007,21,"Animation, Comedy, Horror",***,***
5823, How I Met Your Mother,2005–2014,21,"Comedy, Romance",7.6,"3,404"
5824, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.5,"3,249"
5825, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.8,"3,467"
5826, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.2,"3,158"
5827, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.1,"3,132"
5828, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.7,"4,116"
5829, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.9,"3,141"
5830, Bosch,2014–2021,50,"Crime, Drama",8.2,"2,965"
5831, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.6,"2,994"
5832, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.4,"3,581"
5833, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.8,"3,051"
5834, Transparent,2014–2019,30,"Comedy, Drama",7.5,"1,027"
5835, Extant,2014–2015,41,"Drama, Sci-Fi, Thriller",7.3,806
5836, Outlander,2014,63,"Drama, Fantasy, Romance",8.3,"6,757"
5837, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.1,"3,604"
5838, Firsts,2013,***,Comedy,***,***
5839, Firsts,2013,***,Comedy,***,***
5840, Firsts,2013,***,Comedy,***,***
5841, Firsts,2013,***,Comedy,***,***
5842, Firsts,2013,***,Comedy,***,***
5843, Firsts,2013,***,Comedy,***,***
5844, Firsts,2013,***,Comedy,***,***
5845, Firsts,2013,***,Comedy,***,***
5846, Firsts,2013,***,Comedy,***,***
5847, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.4,"3,108"
5848, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.2,"3,144"
5849, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.2,"3,175"
5850, Firsts,2013,***,Comedy,***,***
5851, Nova,1974,54,Documentary,7.4,65
5852, Nova,1974,53,Documentary,6.9,248
5853, Nova,1974,53,Documentary,7.3,71
5854, Nova,1974,53,Documentary,7.7,42
5855, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.6,"3,025"
5856, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.8,"4,195"
5857, How I Met Your Mother,2005–2014,22,"Comedy, Romance",6.6,"3,317"
5858, Alpha House,2013–2014,25,"Comedy, Drama",7.2,162
5859, Alpha House,2013–2014,25,"Comedy, Drama",7.2,122
5860, How I Met Your Mother,2005–2014,21,"Comedy, Romance",5.8,"5,410"
5861, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.1,"3,174"
5862, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.5,"2,899"
5863, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.5,"2,875"
5864, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.6,"2,837"
5865, Alpha House,2013–2014,23,"Comedy, Drama",7.4,135
5866, Alpha House,2013–2014,28,"Comedy, Drama",7.6,133
5867, Alpha House,2013–2014,23,"Comedy, Drama",7.3,124
5868, Alpha House,2013–2014,23,"Comedy, Drama",7.5,119
5869, Alpha House,2013–2014,27,"Comedy, Drama",7.2,95
5870, Alpha House,2013–2014,29,"Comedy, Drama",7.1,98
5871, Alpha House,2013–2014,26,"Comedy, Drama",7.3,94
5872, Alpha House,2013–2014,31,"Comedy, Drama",7.5,106
5873, How I Met Your Mother,2005–2014,20,"Comedy, Romance",7.6,"3,456"
5874, Nova,1974,53,Documentary,7.9,39
5875, Nova,1974,53,Documentary,3.6,730
5876, Nova,1974,54,Documentary,7.4,72
5877, Nova,1974,54,Documentary,7.4,46
5878, How I Met Your Mother,2005–2014,22,"Comedy, Romance",5.9,"5,397"
5879, TURN,2014–2017,42,"Drama, History, War",8.0,606
5880, TURN,2014–2017,65,"Drama, History, War",8.2,825
5881, Sherlock,2010–2017,7,"Crime, Drama, Mystery",8.5,"11,526"
5882, How I Met Your Mother,2005–2014,21,"Comedy, Romance",8.1,"3,520"
5883, Day Zero,2011,24,"Drama, Sci-Fi",8.2,6
5884, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.3,"3,622"
5885, How I Met Your Mother,2005–2014,23,"Comedy, Romance",9.5,"9,820"
5886, Firsts,2013,***,Comedy,***,***
5887, Day Zero,2011,24,"Drama, Sci-Fi",8.2,6
5888, TURN,2014–2017,43,"Drama, History, War",8.1,541
5889, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.1,"3,826"
5890, How I Met Your Mother,2005–2014,21,"Comedy, Romance",7.9,"3,164"
5891, How I Met Your Mother,2005–2014,22,"Comedy, Romance",7.5,"3,210"
5892, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.4,"3,583"
5893, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.2,"3,675"
5894, How I Met Your Mother,2005–2014,22,"Comedy, Romance",8.8,"4,718"
5895, How I Met Your Mother,2005–2014,22,"Comedy, Romance",6.7,"9,933"
5896, How I Met Your Mother,2005–2014,22,"Comedy, Romance",5.5,"18,631"
5897, The Bay,2010,22,"Drama, Romance",7.3,7
5898, The Bay,2010,18,"Drama, Romance",***,***
5899, The Bay,2010,19,"Drama, Romance",***,***
5900, The Bay,2010,21,"Drama, Romance",***,***
5901, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"3,111"
5902, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",6.4,12
5903, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.1,9
5904, Nova,1974,53,Documentary,8.3,66
5905, Nova,1974,53,Documentary,6.8,41
5906, Nova,1974,***,Documentary,6.3,12
5907, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",6.9,8
5908, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.0,9
5909, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.0,8
5910, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",6.9,8
5911, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.5,8
5912, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",6.5,8
5913, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",6.9,8
5914, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.5,8
5915, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.4,8
5916, Hôzuki no Reitetsu,2014,***,"Animation, Comedy, Fantasy",7.0,8
5917, Outlander,2014,60,"Drama, Fantasy, Romance",8.4,"4,369"
5918, Outlander,2014,59,"Drama, Fantasy, Romance",8.4,"3,834"
5919, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.2,"3,298"
5920, TURN,2014–2017,44,"Drama, History, War",8.0,511
5921, TURN,2014–2017,44,"Drama, History, War",8.4,505
5922, Hand of God,2014–2017,67,"Crime, Drama",8.0,"1,154"
5923, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.6,"2,774"
5924, TURN,2014–2017,42,"Drama, History, War",8.2,488
5925, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.4,"2,819"
5926, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.4,"2,746"
5927, The Big Bang Theory,2007–2019,19,"Comedy, Romance",8.1,"3,051"
5928, Nova,1974,53,Documentary,8.1,41
5929, Nova,1974,53,Documentary,7.8,45
5930, Sherlock,2010–2017,88,"Crime, Drama, Mystery",7.6,"24,306"
5931, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"2,861"
5932, Firsts,2013,***,Comedy,***,***
5933, Firsts,2013,***,Comedy,***,***
5934, Firsts,2013,***,Comedy,***,***
5935, Firsts,2013,***,Comedy,***,***
5936, Firsts,2013,***,Comedy,***,***
5937, Firsts,2013,***,Comedy,***,***
5938, Firsts,2013,***,Comedy,***,***
5939, Firsts,2013,***,Comedy,***,***
5940, Firsts,2013,***,Comedy,***,***
5941, The Jimmy Lloyd Songwriter Showcase,2009,***,Music,***,***
5942, The Jimmy Lloyd Songwriter Showcase,2009,***,Music,***,***
5943, TURN,2014–2017,43,"Drama, History, War",8.4,467
5944, Extant,2014–2015,42,"Drama, Sci-Fi, Thriller",7.3,657
5945, TURN,2014–2017,44,"Drama, History, War",8.2,459
5946, Ripper Street,2012–2016,66,"Crime, Drama, Mystery",8.2,408
5947, Ripper Street,2012–2016,68,"Crime, Drama, Mystery",8.6,426
5948, Ripper Street,2012–2016,67,"Crime, Drama, Mystery",7.9,338
5949, Ripper Street,2012–2016,66,"Crime, Drama, Mystery",8.5,358
5950, Ripper Street,2012–2016,63,"Crime, Drama, Mystery",8.0,310
5951, Ripper Street,2012–2016,75,"Crime, Drama, Mystery",8.0,343
5952, Ripper Street,2012–2016,67,"Crime, Drama, Mystery",8.1,322
5953, Ripper Street,2012–2016,69,"Crime, Drama, Mystery",8.8,382
5954, Wheel Sharks,2013,21,Reality-TV,***,***
5955, Wheel Sharks,2013,22,Reality-TV,***,***
5956, Wheel Sharks,2013,22,Reality-TV,***,***
5957, Wheel Sharks,2013,22,Reality-TV,***,***
5958, Outlander,2014,59,"Drama, Fantasy, Romance",8.4,"5,722"
5959, Outlander,2014,56,"Drama, Fantasy, Romance",8.5,"5,336"
5960, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.5,"2,712"
5961, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.7,"2,857"
5962, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.8,"2,854"
5963, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"2,926"
5964, Red Oaks,2014–2017,30,"Comedy, Drama, Sport",7.5,551
5965, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.2,"3,421"
5966, The Big Bang Theory,2007–2019,20,"Comedy, Romance",6.8,"3,383"
5967, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.7,"3,103"
5968, Outlander,2014,56,"Drama, Fantasy, Romance",8.5,"5,029"
5969, Extant,2014–2015,44,"Drama, Sci-Fi, Thriller",7.3,545
5970, Outlander,2014,54,"Drama, Fantasy, Romance",8.9,"6,461"
5971, Outlander,2014,55,"Drama, Fantasy, Romance",8.8,"4,831"
5972, TURN,2014–2017,42,"Drama, History, War",8.3,439
5973, Extant,2014–2015,40,"Drama, Sci-Fi, Thriller",7.1,495
5974, TURN,2014–2017,44,"Drama, History, War",8.9,495
5975, Nova,1974,53,Documentary,7.5,42
5976, Extant,2014–2015,41,"Drama, Sci-Fi, Thriller",7.3,481
5977, Nova,1974,54,Documentary,6.1,90
5978, Extant,2014–2015,43,"Drama, Sci-Fi, Thriller",7.4,457
5979, Extant,2014–2015,45,"Drama, Sci-Fi, Thriller",7.3,435
5980, Nova,1974,114,Documentary,8.0,41
5981, Nova,1974,54,Documentary,7.4,45
5982, Borderline,2015,24,Comedy,***,***
5983, Transparent,2014–2019,29,"Comedy, Drama",7.6,562
5984, Extant,2014–2015,40,"Drama, Sci-Fi, Thriller",7.4,428
5985, Extant,2014–2015,42,"Drama, Sci-Fi, Thriller",6.9,409
5986, The Bay,2010,22,"Drama, Romance",***,***
5987, The Bay,2010,22,"Drama, Romance",***,***
5988, The Bay,2010,20,"Drama, Romance",***,***
5989, Extant,2014–2015,40,"Drama, Sci-Fi, Thriller",6.7,397
5990, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.6,"3,167"
5991, Extant,2014–2015,43,"Drama, Sci-Fi, Thriller",7.6,481
5992, Outlander,2014,59,"Drama, Fantasy, Romance",9.2,"4,976"
5993, Extant,2014–2015,42,"Drama, Sci-Fi, Thriller",6.9,387
5994, The Bay,2010,18,"Drama, Romance",***,***
5995, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.0,"3,100"
5996, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.2,"2,917"
5997, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.5,"3,000"
5998, Transparent,2014–2019,30,"Comedy, Drama",7.5,492
5999, Day Zero,2011,25,"Drama, Sci-Fi",8.2,6
6000, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.2,"2,862"
6001, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.0,"3,139"
6002, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.7,"3,149"
6003, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.5,"2,789"
6004, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.0,"2,857"
6005, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.4,"2,760"
6006, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.2,"2,665"
6007, TURN,2014–2017,45,"Drama, History, War",8.6,440
6008, Outlander,2014,57,"Drama, Fantasy, Romance",8.6,"5,206"
6009, Extant,2014–2015,44,"Drama, Sci-Fi, Thriller",7.2,410
6010, Sherlock,2010–2017,89,"Crime, Drama, Mystery",8.0,"34,337"
6011, Sherlock,2010–2017,89,"Crime, Drama, Mystery",9.1,"27,203"
6012, Sherlock,2010–2017,89,"Crime, Drama, Mystery",8.2,"27,327"
6013, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.4,"2,661"
6014, The Big Bang Theory,2007–2019,20,"Comedy, Romance",8.0,"2,933"
6015, The Big Bang Theory,2007–2019,21,"Comedy, Romance",8.0,"2,891"
6016, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.8,"2,771"
6017, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.5,"2,614"
6018, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.3,"2,586"
6019, The Big Bang Theory,2007–2019,21,"Comedy, Romance",7.5,"2,595"
6020, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.5,"2,580"
6021, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.0,"2,526"
6022, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.3,"2,570"
6023, The Big Bang Theory,2007–2019,19,"Comedy, Romance",7.5,"2,626"
6024, The Big Bang Theory,2007–2019,20,"Comedy, Romance",7.9,"3,040"
6025, Outlander,2014,57,"Drama, Fantasy, Romance",9.0,"5,802"
6026, Outlander,2014,59,"Drama, Fantasy, Romance",8.3,"4,350"
6027, Outlander,2014,57,"Drama, Fantasy, Romance",8.7,"4,170"
6028, Outlander,2014,58,"Drama, Fantasy, Romance",8.4,"3,672"
6029, Outlander,2014,57,"Drama, Fantasy, Romance",8.3,"3,494"
6030, Outlander,2014,58,"Drama, Fantasy, Romance",8.2,"3,572"
6031, Transparent,2014–2019,29,"Comedy, Drama",8.4,467
6032, Transparent,2014–2019,27,"Comedy, Drama",7.9,475
6033, Transparent,2014–2019,27,"Comedy, Drama",7.8,454
6034, Transparent,2014–2019,28,"Comedy, Drama",8.0,442
6035, Transparent,2014–2019,30,"Comedy, Drama",8.2,503
6036, Transparent,2014–2019,29,"Comedy, Drama",7.9,416
6037, Transparent,2014–2019,31,"Comedy, Drama",8.1,462
6038, Bosch,2014–2021,43,"Crime, Drama",8.0,"1,741"
6039, Day Zero,2011,24,"Drama, Sci-Fi",8.3,7
6040, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6041, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6042, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6043, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6044, Nova,1974,56,Documentary,7.2,87
6045, Nova,1974,56,Documentary,7.5,160
6046, Nova,1974,54,Documentary,7.5,118
6047, Nova,1974,54,Documentary,6.5,46
6048, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6049, The Vietnam War,2017,81,"Documentary, History, War",8.5,989
6050, Wishenpoof,2014–2019,13,"Animation, Family, Fantasy",***,***
6051, Nova,1974,54,Documentary,7.4,84
6052, Nova,1974,54,Documentary,7.4,121
6053, Bosch,2014–2021,48,"Crime, Drama",8.5,"1,575"
6054, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6055, Creative Galaxy,2013–2019,30,"Animation, Family, Sci-Fi",***,***
6056, Creative Galaxy,2013–2019,29,"Animation, Family, Sci-Fi",***,***
6057, Wishenpoof,2014–2019,23,"Animation, Family, Fantasy",***,***
6058, Bosch,2014–2021,45,"Crime, Drama",8.1,"1,578"
6059, Bosch,2014–2021,43,"Crime, Drama",8.2,"1,455"
6060, Bosch,2014–2021,42,"Crime, Drama",8.1,"1,484"
6061, TURN,2014–2017,43,"Drama, History, War",8.7,421
6062, Bosch,2014–2021,46,"Crime, Drama",8.3,"1,427"
6063, Bosch,2014–2021,39,"Crime, Drama",8.7,"1,468"
6064, L.A. Macabre,2014,16,Thriller,***,***
6065, L.A. Macabre,2014,10,Thriller,***,***
6066, L.A. Macabre,2014,***,Thriller,***,***
6067, L.A. Macabre,2014,13,Thriller,***,***
6068, L.A. Macabre,2014,10,Thriller,***,***
6069, L.A. Macabre,2014,11,Thriller,***,***
6070, L.A. Macabre,2014,***,Thriller,***,***
6071, L.A. Macabre,2014,9,Thriller,***,***
6072, L.A. Macabre,2014,9,Thriller,***,***
6073, L.A. Macabre,2014,8,Thriller,***,***
6074, L.A. Macabre,2014,11,Thriller,***,***
6075, L.A. Macabre,2014,16,Thriller,***,***
6076, Bosch,2014–2021,42,"Crime, Drama",8.3,"1,410"
6077, Firsts,2013,***,Comedy,***,***
6078, Nova,1974,53,Documentary,7.4,153
6079, TURN,2014–2017,44,"Drama, History, War",8.7,385
6080, L.A. Macabre,2014,10,Thriller,***,***
6081, Nova,1974,54,Documentary,7.2,89
